,id,x,y,time
0,0,581.0,119.0,0.17634916305541992
1,0,581.0,125.0,0.28159093856811523
2,0,579.5,131.0,0.3835911750793457
3,0,579.0,139.0,0.4962000846862793
4,0,578.0,145.5,0.5896658897399902
5,0,578.5,150.0,0.6877748966217041
6,0,577.0,157.5,0.7732682228088379
7,0,575.0,166.0,0.8646700382232666
8,0,573.0,174.5,0.956873893737793
9,0,571.0,182.5,1.038733959197998
10,0,569.5,191.5,1.1321661472320557
11,0,568.5,198.5,1.2266960144042969
12,0,567.5,206.5,1.3006870746612549
13,0,567.0,215.5,1.4072151184082031
14,0,566.0,223.0,1.4913389682769775
15,0,564.0,232.0,1.590238094329834
16,0,561.0,239.0,1.689669132232666
17,0,559.5,244.5,1.781684160232544
18,0,557.5,252.5,1.8696339130401611
19,0,554.5,258.5,1.971451997756958
20,0,552.5,264.0,2.053842067718506
21,0,549.5,270.5,2.145495891571045
22,0,546.5,278.0,2.234074115753174
23,0,542.5,285.5,2.305373191833496
24,0,538.5,294.5,2.4180588722229004
25,0,536.5,303.5,2.5088748931884766
26,0,534.5,312.5,2.582350015640259
27,0,533.5,321.0,2.689277172088623
28,0,533.0,331.0,2.782186985015869
29,0,533.0,340.0,2.87630295753479
30,0,531.5,350.5,2.960258960723877
31,0,529.5,360.5,3.049686908721924
32,0,528.0,371.0,3.1346540451049805
33,0,525.0,380.0,3.2255170345306396
34,0,521.0,387.5,3.3155062198638916
35,0,517.0,394.0,3.406564950942993
36,0,513.0,399.5,3.493034839630127
37,0,509.5,402.0,3.589380979537964
38,0,508.5,403.5,3.6764819622039795
39,0,507.0,405.0,3.765065908432007
40,0,505.0,405.0,3.851901054382324
41,0,502.0,405.5,3.9469401836395264
42,0,498.5,406.0,4.020772933959961
43,0,495.0,406.0,4.13348913192749
44,0,490.0,406.0,4.216141939163208
45,0,485.0,406.0,4.3310840129852295
46,0,481.0,406.0,4.4254419803619385
47,0,476.0,404.5,4.520179033279419
48,0,471.5,403.5,4.61294412612915
49,0,466.5,402.5,4.691854953765869
50,0,463.5,401.0,4.7956578731536865
51,0,459.5,399.5,4.884846925735474
52,0,455.5,400.5,4.976735830307007
53,0,452.5,399.5,5.0660741329193115
54,0,449.5,400.5,5.162966966629028
55,0,447.5,401.5,5.242100954055786
56,0,445.5,402.0,5.34498405456543
57,0,444.0,403.0,5.43828010559082
58,0,442.0,404.0,5.514688014984131
59,0,441.0,405.0,5.615974187850952
60,0,441.0,405.5,5.70564603805542
61,0,440.0,406.0,5.7870399951934814
62,0,441.0,406.5,5.886183023452759
63,0,442.0,406.5,5.9720611572265625
64,0,441.0,406.0,6.057358026504517
65,0,442.0,406.0,6.142754077911377
66,0,442.0,406.0,6.225635051727295
67,0,443.0,405.5,6.324799060821533
68,0,442.0,406.0,6.416702032089233
69,0,442.5,406.0,6.506098031997681
70,0,441.0,406.0,6.589486122131348
71,0,442.5,406.0,6.685455083847046
72,0,441.0,406.0,6.769088983535767
73,0,440.5,405.5,6.859757900238037
74,0,438.5,405.0,6.954252004623413
75,0,436.5,404.5,7.051716089248657
76,0,433.0,403.5,7.14109992980957
77,0,430.5,403.5,7.228574991226196
78,0,427.5,402.5,7.31690788269043
79,0,425.5,402.5,7.4075539112091064
80,0,423.5,402.5,7.490782976150513
81,0,423.5,401.5,7.57625412940979
82,0,422.5,400.5,7.663774251937866
83,0,418.5,398.5,7.764402151107788
84,0,415.5,396.0,7.858913898468018
85,0,409.5,392.5,7.948857069015503
86,0,403.5,387.5,8.042202949523926
87,0,398.0,383.0,8.141310214996338
88,0,392.0,377.0,8.222379922866821
89,0,388.0,371.0,8.331568002700806
90,0,384.0,363.0,8.447309017181396
91,0,379.0,357.0,8.540584087371826
92,0,374.0,351.0,8.625842094421387
93,0,369.0,345.0,8.712950944900513
94,0,362.5,338.5,8.811723947525024
95,0,358.5,333.0,8.903496026992798
96,0,353.0,328.0,9.010169982910156
97,0,349.5,323.5,9.105841159820557
98,0,347.5,319.5,9.195280075073242
99,0,345.5,315.5,9.291100025177002
100,0,344.5,311.5,9.39027190208435
101,0,342.5,307.5,9.478509902954102
102,0,342.5,303.5,9.568933963775635
103,0,342.0,297.5,9.666048049926758
104,0,341.5,292.5,9.757077932357788
105,0,341.0,285.5,9.831223011016846
106,0,340.5,278.5,9.929906129837036
107,0,340.0,271.0,10.041584968566895
108,0,339.5,263.5,10.158385038375854
109,0,340.0,258.0,10.269713163375854
110,0,339.5,254.0,10.373968124389648
111,0,339.0,251.0,10.472543001174927
112,0,339.0,247.0,10.601200103759766
113,0,338.0,243.0,10.712974071502686
114,0,338.0,239.0,10.832170009613037
115,0,337.0,234.0,10.935057163238525
116,0,336.5,228.0,11.025291919708252
117,0,337.0,226.0,11.122742891311646
118,0,333.5,219.0,11.223081827163696
119,0,333.5,212.0,11.31555700302124
120,0,333.5,205.0,11.401299238204956
121,0,333.5,197.0,11.487982034683228
122,0,334.5,188.0,11.576081991195679
123,0,335.0,177.0,11.664421081542969
124,0,336.5,166.5,11.751038074493408
125,0,341.0,151.5,11.833313941955566
126,0,343.5,138.5,11.923742055892944
127,0,347.0,126.5,12.009989023208618
128,0,350.0,115.5,12.103636980056763
129,0,352.0,104.0,12.192711114883423
130,0,354.5,94.0,12.281889915466309
131,0,357.5,86.0,12.404925107955933
132,0,358.5,79.5,12.53057599067688
133,0,360.5,75.0,12.61712908744812
134,0,361.5,72.5,12.734349012374878
135,0,363.5,71.5,12.829123973846436
136,0,362.0,72.5,12.927613019943237
137,0,362.5,75.5,13.028041124343872
138,0,364.0,80.0,13.11718487739563
139,0,365.0,85.5,13.219921112060547
140,0,366.0,94.0,13.316719055175781
141,0,367.0,105.0,13.41671895980835
142,0,368.5,117.0,13.50113296508789
143,0,368.0,133.0,13.606707096099854
144,0,367.5,149.0,13.70989990234375
145,0,367.5,169.0,13.791351079940796
146,0,369.5,188.0,13.910836935043335
147,0,370.0,208.0,14.021869897842407
148,0,370.5,228.0,14.151822090148926
149,0,372.5,247.5,14.25251293182373
150,0,377.0,266.5,14.351891040802002
151,0,383.0,282.5,14.450205087661743
152,0,387.0,298.5,14.553874015808105
153,0,392.0,312.5,14.652231216430664
154,0,397.0,324.5,14.75222897529602
155,0,402.0,334.5,14.845438241958618
156,0,405.5,342.5,14.936676025390625
157,0,410.5,348.5,15.03044605255127
158,0,417.5,352.5,15.119124174118042
159,0,421.0,355.5,15.196911096572876
160,0,428.5,358.5,15.30837106704712
161,0,434.5,362.5,15.39716124534607
162,0,441.5,366.5,15.493520975112915
163,0,450.0,369.5,15.58372712135315
164,0,457.0,371.5,15.690766096115112
165,0,465.0,373.0,15.781729936599731
166,0,473.5,373.5,15.869410991668701
167,0,481.0,374.0,15.961425065994263
168,0,489.0,374.5,16.049928188323975
169,0,496.0,374.0,16.146459102630615
170,0,503.0,373.5,16.23244309425354
171,0,510.5,373.0,16.33453893661499
172,0,515.5,371.5,16.43636918067932
173,0,519.0,371.5,16.5305278301239
174,0,523.0,370.5,16.624255895614624
175,0,527.0,370.5,16.721960067749023
176,0,530.0,368.5,16.81256103515625
177,0,534.0,369.5,16.90729808807373
178,0,535.0,366.5,16.993587017059326
179,0,537.0,365.5,17.08917808532715
180,0,539.0,365.0,17.183720111846924
181,0,537.0,365.5,17.289751052856445
182,0,537.0,365.5,17.390081882476807
183,0,538.5,365.5,17.481611013412476
184,0,537.0,365.5,17.56847095489502
185,0,540.0,366.0,17.674952030181885
186,0,541.0,366.0,17.75879693031311
187,0,542.0,366.0,17.851042985916138
188,0,544.0,364.5,17.945584058761597
189,0,545.5,363.5,18.040313005447388
190,0,547.0,361.5,18.122636079788208
191,0,550.0,360.5,18.215131044387817
192,0,554.0,358.5,18.31306505203247
193,0,558.0,357.0,18.390696048736572
194,0,560.5,355.5,18.484355926513672
195,0,563.0,354.5,18.596256017684937
196,0,566.0,352.5,18.686302185058594
197,0,569.0,350.5,18.78277897834778
198,0,572.0,348.5,18.875113248825073
199,0,574.5,344.5,18.98017907142639
200,0,577.0,339.5,19.067143201828003
201,0,579.0,334.5,19.157448053359985
202,0,581.5,328.5,19.25796604156494
203,0,582.0,323.5,19.364201068878174
204,0,584.0,319.0,19.4762179851532
205,0,584.5,314.5,19.568809986114502
206,0,583.5,310.5,19.662748098373413
207,0,584.5,307.0,19.76735210418701
208,0,584.0,303.5,19.864804983139038
209,0,584.5,299.5,19.958117961883545
210,0,583.5,296.0,20.042119026184082
211,0,584.5,292.5,20.133695125579834
212,0,584.5,289.0,20.242431163787842
213,0,585.5,285.0,20.342536211013794
214,0,585.5,283.5,20.452072143554688
215,0,585.0,281.0,20.579658031463623
216,0,583.5,279.0,20.699825048446655
217,0,584.5,277.5,20.798383951187134
218,1,543.5,167.0,0.17643523216247559
219,1,544.0,171.0,0.2826530933380127
220,1,543.5,175.0,0.38366007804870605
221,1,543.5,180.0,0.4962620735168457
222,1,543.0,184.5,0.5960550308227539
223,1,542.0,187.0,0.687824010848999
224,1,541.0,192.0,0.7733340263366699
225,1,541.0,197.5,0.8656160831451416
226,1,539.0,202.5,0.957252025604248
227,1,538.5,208.5,1.0465319156646729
228,1,537.0,213.5,1.1322548389434814
229,1,537.0,218.5,1.2267439365386963
230,1,536.0,224.0,1.3007569313049316
231,1,536.5,229.0,1.407283067703247
232,1,534.5,234.5,1.4914028644561768
233,1,534.0,238.5,1.590303897857666
234,1,532.5,242.5,1.6897211074829102
235,1,532.0,246.5,1.788789987564087
236,1,530.0,251.5,1.8810248374938965
237,1,529.0,254.5,1.9715170860290527
238,1,527.0,257.5,2.0574519634246826
239,1,526.0,261.5,2.1473681926727295
240,1,523.0,265.5,2.2341229915618896
241,1,521.5,270.5,2.320547103881836
242,1,519.0,276.5,2.4185268878936768
243,1,518.0,281.5,2.5089240074157715
244,1,516.5,287.5,2.5824151039123535
245,1,516.0,293.5,2.689340114593506
246,1,516.0,298.5,2.782236099243164
247,1,515.0,304.5,2.8763530254364014
248,1,515.0,311.5,2.9603271484375
249,1,513.0,319.5,3.0497570037841797
250,1,511.0,324.5,3.1347298622131348
251,1,508.0,330.5,3.225565195083618
252,1,504.5,335.5,3.3155710697174072
253,1,502.0,339.5,3.4066169261932373
254,1,498.0,342.0,3.4930880069732666
255,1,496.0,342.5,3.589453935623169
256,1,494.0,342.0,3.676551103591919
257,1,493.5,341.5,3.7651150226593018
258,1,491.5,340.5,3.8519489765167236
259,1,490.5,340.0,3.9469940662384033
260,1,487.5,339.5,4.0278120040893555
261,1,484.5,338.5,4.133539915084839
262,1,482.0,337.0,4.216193914413452
263,1,478.5,335.5,4.331154108047485
264,1,475.0,333.5,4.425493955612183
265,1,472.0,331.5,4.520240068435669
266,1,469.0,329.5,4.612993001937866
267,1,466.0,326.5,4.6999289989471436
268,1,463.0,324.5,4.7957069873809814
269,1,460.0,322.5,4.884896993637085
270,1,457.5,321.5,4.976787090301514
271,1,454.5,320.5,5.066135883331299
272,1,453.0,321.5,5.164361238479614
273,1,451.0,321.5,5.258025169372559
274,1,450.0,320.5,5.349908828735352
275,1,449.0,321.0,5.438352108001709
276,1,448.0,321.5,5.521892070770264
277,1,448.0,321.5,5.61604118347168
278,1,447.0,322.5,5.706500053405762
279,1,447.0,322.5,5.789463996887207
280,1,447.0,322.5,5.88623309135437
281,1,448.0,322.0,5.972116231918335
282,1,447.5,321.5,6.057415008544922
283,1,448.5,321.0,6.142804145812988
