,id,x,y,time
0,0,580.0,89.0,0.17415308952331543
1,0,583.5,98.0,0.297853946685791
2,0,588.5,110.0,0.39312100410461426
3,0,595.0,124.0,0.4936850070953369
4,0,602.0,139.5,0.5921542644500732
5,0,608.5,154.5,0.686251163482666
6,0,615.0,172.0,0.780811071395874
7,0,622.0,188.0,0.8982791900634766
8,0,627.5,204.5,1.0006861686706543
9,0,632.5,222.0,1.1139090061187744
10,0,636.0,238.5,1.215296983718872
11,0,638.5,255.0,1.3134279251098633
12,0,639.0,269.5,1.4096612930297852
13,0,638.5,286.0,1.527230978012085
14,0,638.0,300.5,1.628838300704956
15,0,636.0,315.0,1.7157821655273438
16,0,635.0,326.0,1.800389289855957
17,0,636.0,338.0,1.8977642059326172
18,0,634.5,349.5,1.9901270866394043
19,0,634.0,358.0,2.078505039215088
20,0,633.5,365.5,2.164947986602783
21,0,631.0,374.5,2.2745590209960938
22,0,630.5,381.0,2.372911214828491
23,0,629.0,388.5,2.4511239528656006
24,0,625.0,396.0,2.5465540885925293
25,0,619.0,402.5,2.6539101600646973
26,0,614.0,412.0,2.745620012283325
27,0,604.0,419.5,2.8349130153656006
28,0,595.0,424.0,2.9214041233062744
29,0,583.0,430.0,3.0156121253967285
30,0,570.5,434.0,3.0906612873077393
31,0,559.0,438.5,3.1951041221618652
32,0,546.5,439.0,3.2903969287872314
33,0,533.5,440.5,3.377587080001831
34,0,524.5,441.5,3.4658849239349365
35,0,516.5,439.5,3.544654130935669
36,0,508.5,435.5,3.6436500549316406
37,0,503.0,431.5,3.7317960262298584
38,0,499.0,427.0,3.815359115600586
39,0,495.5,423.5,3.91340708732605
40,0,492.5,419.5,4.032631158828735
41,0,491.5,416.5,4.122004985809326
42,0,490.0,412.0,4.208177328109741
43,0,489.5,407.5,4.3041441440582275
44,0,489.0,403.5,4.395620107650757
45,0,488.5,398.5,4.488574981689453
46,0,489.0,393.5,4.594992160797119
47,0,489.5,389.5,4.703655242919922
48,0,489.0,383.0,4.813961029052734
49,0,489.5,378.0,4.9196531772613525
50,0,490.0,373.0,5.0255491733551025
51,0,489.5,366.5,5.11688232421875
52,0,489.5,362.5,5.2403199672698975
53,0,487.5,357.5,5.340237140655518
54,0,487.0,354.5,5.4661970138549805
55,0,485.5,350.5,5.5409462451934814
56,0,482.5,348.0,5.633653163909912
57,0,480.5,345.0,5.717559099197388
58,0,477.0,343.0,5.809117078781128
59,0,475.5,341.0,5.901233196258545
60,0,472.0,339.5,5.998934984207153
61,0,470.5,338.0,6.076215028762817
62,0,467.5,336.0,6.171318054199219
63,0,467.5,335.0,6.268838167190552
64,0,464.0,333.5,6.351828098297119
65,0,464.5,332.5,6.438964128494263
66,0,462.0,332.0,6.536780118942261
67,0,463.0,331.0,6.632929086685181
68,0,459.0,330.5,6.715368986129761
69,0,458.0,329.0,6.812253952026367
70,0,455.0,328.0,6.908792018890381
71,0,454.0,326.0,7.009484052658081
72,0,451.0,324.0,7.092904090881348
73,0,451.0,322.0,7.183287143707275
74,0,448.0,319.0,7.27071213722229
75,0,448.0,316.0,7.361377000808716
76,0,447.0,313.5,7.449328184127808
77,0,446.0,310.0,7.548552989959717
78,0,446.0,307.0,7.63672399520874
79,0,445.0,304.5,7.727696180343628
80,0,442.0,301.5,7.813475131988525
81,0,440.0,299.0,7.898450136184692
82,0,438.0,296.0,7.980562925338745
83,0,438.0,293.0,8.081163167953491
84,0,436.0,288.0,8.181092262268066
85,0,436.5,284.0,8.272704124450684
86,0,439.0,279.0,8.368086099624634
87,0,441.5,273.0,8.442488193511963
88,0,444.0,268.0,8.542300939559937
89,0,447.0,261.0,8.64811110496521
90,0,448.5,255.0,8.750437259674072
91,0,450.0,249.0,8.874032258987427
92,0,451.5,243.0,8.988243103027344
93,0,455.0,234.5,9.10036301612854
94,0,456.5,229.5,9.233906984329224
95,0,460.0,225.0,9.353965044021606
96,0,463.5,221.0,9.47745418548584
97,0,465.0,215.0,9.574745178222656
98,0,467.5,211.0,9.663984298706055
99,0,469.0,208.0,9.776062965393066
100,0,470.5,204.5,9.864161014556885
101,0,471.0,201.5,9.955098152160645
102,0,470.5,198.0,10.047293901443481
103,0,471.0,194.0,10.140403985977173
104,0,470.5,190.0,10.236615180969238
105,0,471.0,185.0,10.329873323440552
106,0,470.5,180.0,10.416932106018066
107,0,471.0,174.0,10.501410007476807
108,0,471.0,168.0,10.605437994003296
109,0,471.0,162.0,10.707372188568115
110,0,471.0,157.0,10.790709018707275
111,0,472.0,154.0,10.878254175186157
112,0,472.5,152.0,10.97182321548462
113,0,472.0,148.5,11.071469068527222
114,0,471.5,145.0,11.178282976150513
115,0,471.0,141.0,11.290187120437622
116,0,471.5,137.0,11.392873048782349
117,0,472.0,133.0,11.481285095214844
118,0,473.5,129.5,11.594422101974487
119,0,475.0,124.5,11.712752103805542
120,0,475.5,119.5,11.830087184906006
121,0,476.0,113.0,11.930819034576416
122,0,477.5,106.0,12.055031061172485
123,0,477.0,99.0,12.15928030014038
124,0,477.5,91.0,12.256322145462036
125,0,477.0,81.0,12.357999086380005
126,0,476.5,71.0,12.458588123321533
127,0,477.0,62.0,12.56124496459961
128,0,475.0,49.5,12.671900272369385
129,0,475.5,41.0,12.778609275817871
130,0,476.0,33.5,12.889623165130615
131,0,476.5,26.5,12.986351251602173
132,0,477.0,19.5,13.096065044403076
133,0,478.5,14.5,13.21382212638855
134,0,479.0,12.0,13.328591108322144
135,0,479.5,10.0,13.435126066207886
136,0,478.5,10.0,13.547267198562622
137,0,476.0,11.0,13.67220401763916
138,0,474.5,13.0,13.760236024856567
139,0,474.0,16.0,13.850894212722778
140,0,471.5,21.0,13.942249059677124
141,0,469.0,26.5,14.034269094467163
142,0,465.5,35.5,14.128268003463745
143,0,461.5,46.0,14.234423160552979
144,0,459.0,58.0,14.361176013946533
145,0,456.5,72.5,14.45967411994934
146,0,454.5,86.5,14.559047937393188
147,0,454.0,101.0,14.639960050582886
148,0,451.5,117.5,14.736738204956055
149,0,452.0,134.0,14.844135999679565
150,0,451.5,151.0,14.929452180862427
151,0,452.0,166.5,15.008066177368164
152,0,452.5,182.0,15.099810123443604
153,0,454.0,197.0,15.196550130844116
154,0,456.0,212.0,15.294525146484375
155,0,458.5,226.0,15.386136054992676
156,0,461.0,239.0,15.482096195220947
157,0,465.0,250.0,15.591036319732666
158,0,468.5,261.0,15.68169903755188
159,0,472.0,270.0,15.778652906417847
160,0,476.0,278.0,15.873440980911255
161,0,481.0,288.0,15.971635103225708
162,0,484.5,298.0,16.065112113952637
163,0,489.0,309.0,16.152103900909424
164,0,493.0,320.0,16.248083114624023
165,0,496.5,332.0,16.33692502975464
166,0,499.0,342.0,16.418342113494873
167,0,502.0,353.0,16.516464233398438
168,0,504.5,361.0,16.611093044281006
169,0,505.0,370.0,16.701531171798706
170,0,505.5,377.5,16.796392917633057
171,0,505.0,384.0,16.886383056640625
172,0,505.0,390.0,16.97294306755066
173,0,505.0,395.5,17.067832231521606
174,0,506.0,399.5,17.157125234603882
175,0,505.0,403.5,17.25809407234192
176,0,504.5,407.5,17.3456392288208
177,0,504.0,409.0,17.432029008865356
178,0,505.0,410.0,17.51834011077881
179,0,504.0,411.0,17.6130633354187
180,0,504.0,411.5,17.701750993728638
181,0,504.0,411.0,17.7975013256073
182,0,504.5,412.0,17.883660078048706
183,0,506.0,414.0,17.96592617034912
184,0,508.0,416.0,18.068664073944092
185,0,508.0,418.0,18.157851219177246
186,0,509.0,421.5,18.25204610824585
187,0,511.0,424.0,18.35229206085205
188,0,513.0,426.0,18.452105045318604
189,0,514.5,428.0,18.553800106048584
190,0,515.5,430.0,18.646406173706055
191,0,515.5,431.5,18.72808599472046
192,0,517.0,433.5,18.838884115219116
193,0,516.5,435.5,18.9201500415802
194,0,516.0,439.5,19.033721208572388
195,0,515.5,441.0,19.129279136657715
196,0,515.0,442.5,19.229005098342896
197,0,514.5,444.0,19.324005126953125
198,0,515.5,444.5,19.415426015853882
199,0,517.0,444.0,19.535784006118774
